pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
 68.2, 104.1,          1004.0,             61.0,            64.2,  41.0,        , 2022-11-14 05:00:00
 68.9, 104.8,           988.0,             64.7,            63.5,  40.0,        , 2022-11-14 06:00:00
 65.9,  99.2,           964.0,             69.7,            62.5,  39.0,        , 2022-11-14 07:00:00
 57.3,  86.4,           885.0,             69.7,            59.6,  47.0,        , 2022-11-14 08:00:00
 53.1,  79.9,           754.0,             58.7,            55.3,  67.0,        , 2022-11-14 09:00:00
 51.9,  78.0,           582.0,             41.8,            49.9,  94.0,        , 2022-11-14 10:00:00
 53.0,  79.4,           404.0,             24.2,            43.9, 124.0,        , 2022-11-14 11:00:00
 53.8,  80.8,           340.0,             19.0,            41.3, 135.0,        , 2022-11-14 12:00:00
 53.8,  81.0,           313.0,             17.7,            39.8, 141.0,        , 2022-11-14 13:00:00
 53.1,  80.6,           359.0,             22.8,            39.8, 137.0,        , 2022-11-14 14:00:00
 52.0,  79.6,           463.0,             34.9,            41.7, 121.0,        , 2022-11-14 15:00:00
 54.5,  83.6,           621.0,             52.3,            45.0,  96.0,        , 2022-11-14 16:00:00
 60.3,  91.3,           915.0,             67.2,            52.5,  72.0,        , 2022-11-14 17:00:00
 65.9, 101.3,          1163.0,             65.8,            56.9,  73.0,        , 2022-11-14 18:00:00
 74.3, 114.6,          1519.0,             63.7,            63.2,  75.0,        , 2022-11-14 19:00:00
 83.1, 128.1,          2024.0,             61.7,            73.4,  75.0,        , 2022-11-14 20:00:00
 94.5, 144.8,          2441.0,             61.2,            84.2,  73.0,        , 2022-11-14 21:00:00
104.5, 158.3,          2885.0,             61.3,            96.8,  70.0,        , 2022-11-14 22:00:00
108.5, 163.4,          3241.0,             61.8,           106.8,  64.0,        , 2022-11-14 23:00:00
107.1, 160.7,          3170.0,             63.0,           103.6,  56.0,        , 2022-11-15 00:00:00
103.8, 155.5,          2910.0,             64.8,            94.7,  47.0,        , 2022-11-15 01:00:00
 99.2, 149.0,          2563.0,             64.3,            84.3,  37.0,        , 2022-11-15 02:00:00
 95.7, 144.4,          2416.0,             58.6,            81.6,  35.0,        , 2022-11-15 03:00:00
 93.8, 142.0,          2292.0,             50.3,            80.7,  36.0,        , 2022-11-15 04:00:00
 99.2, 148.5,          2488.0,             55.8,            94.6,  33.0,        , 2022-11-15 05:00:00
108.0, 161.1,          2227.0,             60.2,            94.2,  34.0,        , 2022-11-15 06:00:00
120.1, 177.9,          1853.0,             66.4,            93.7,  35.0,        , 2022-11-15 07:00:00
 75.0, 117.6,          1371.0,             69.6,            90.8,  44.0,        , 2022-11-15 08:00:00
 65.0, 101.0,          1070.0,             63.5,            86.2,  62.0,        , 2022-11-15 09:00:00
 61.5,  93.8,           787.0,             53.0,            80.2,  87.0,        , 2022-11-15 10:00:00
 58.3,  87.8,           505.0,             40.7,            71.3, 114.0,        , 2022-11-15 11:00:00
 55.6,  83.1,           380.0,             34.2,            63.7, 127.0,        , 2022-11-15 12:00:00
 53.6,  79.6,           319.0,             29.0,            55.3, 136.0,        , 2022-11-15 13:00:00
 51.8,  76.8,           369.0,             29.6,            48.8, 137.0,        , 2022-11-15 14:00:00
 51.3,  76.1,           516.0,             41.0,            49.4, 122.0,        , 2022-11-15 15:00:00
 58.7,  86.6,           750.0,             58.5,            53.4,  98.0,        , 2022-11-15 16:00:00
 73.8, 107.3,          1474.0,             81.4,            88.8,  73.0,        , 2022-11-15 17:00:00
 89.2, 129.5,          2157.0,             78.1,           103.2,  73.0,        , 2022-11-15 18:00:00
105.7, 153.2,          3130.0,             73.3,           123.9,  72.0,        , 2022-11-15 19:00:00
121.1, 175.6,          4258.0,             68.2,           148.4,  69.0,        , 2022-11-15 20:00:00
131.8, 191.4,          4777.0,             66.7,           160.4,  65.0,        , 2022-11-15 21:00:00
136.9, 198.4,          5148.0,             66.3,           169.6,  59.0,        , 2022-11-15 22:00:00
135.5, 197.0,          5384.0,             65.1,           176.1,  52.0,        , 2022-11-15 23:00:00
132.7, 193.7,          5284.0,             61.8,           175.0,  49.0,        , 2022-11-16 00:00:00
129.0, 188.6,          4996.0,             57.5,           169.8,  47.0,        , 2022-11-16 01:00:00
124.8, 183.0,          4637.0,             54.3,           160.7,  41.0,        , 2022-11-16 02:00:00
121.5, 177.9,          4519.0,             55.8,           153.4,  30.0,        , 2022-11-16 03:00:00
117.6, 172.3,          4445.0,             59.3,           144.9,  16.0,        , 2022-11-16 04:00:00
115.9, 168.6,          4382.0,             88.9,           141.1,   0.0,        , 2022-11-16 05:00:00
117.3, 170.9,          4015.0,             92.7,           135.4,   1.0,        , 2022-11-16 06:00:00
121.5, 176.5,          3486.0,             97.8,           126.9,   2.0,        , 2022-11-16 07:00:00
 86.8, 126.7,          2692.0,             97.3,           113.4,  13.0,        , 2022-11-16 08:00:00
 59.8,  88.2,          2003.0,             85.3,           101.1,  35.0,        , 2022-11-16 09:00:00
 52.5,  77.8,          1246.0,             67.1,            87.1,  65.0,        , 2022-11-16 10:00:00
 50.6,  75.4,           491.0,             46.4,            70.8,  99.0,        , 2022-11-16 11:00:00
 49.5,  74.0,           274.0,             37.2,            61.7, 114.0,        , 2022-11-16 12:00:00
 49.5,  74.3,           255.0,             31.1,            54.2, 125.0,        , 2022-11-16 13:00:00
 49.5,  74.5,           378.0,             30.8,            48.8, 128.0,        , 2022-11-16 14:00:00
 50.6,  76.1,           559.0,             40.7,            50.0, 117.0,        , 2022-11-16 15:00:00
 59.1,  88.5,           834.0,             56.7,            54.6,  97.0,        , 2022-11-16 16:00:00
 74.0, 110.1,          1271.0,             76.2,            62.7,  74.0,        , 2022-11-16 17:00:00
 80.6, 120.6,          1427.0,             75.4,            65.8,  76.0,        , 2022-11-16 18:00:00
 82.2, 124.8,          1653.0,             74.3,            70.1,  80.0,        , 2022-11-16 19:00:00
 84.5, 129.5,          1968.0,             73.8,            76.1,  80.0,        , 2022-11-16 20:00:00
 89.6, 137.4,          2225.0,             75.2,            80.7,  75.0,        , 2022-11-16 21:00:00
 95.5, 145.3,          2497.0,             77.6,            85.5,  66.0,        , 2022-11-16 22:00:00
 96.9, 146.7,          2710.0,             78.8,            89.2,  55.0,        , 2022-11-16 23:00:00
 96.2, 144.8,          2660.0,             77.7,            87.9,  47.0,        , 2022-11-17 00:00:00
 94.3, 141.6,          2491.0,             75.2,            84.6,  40.0,        , 2022-11-17 01:00:00
 91.5, 137.4,          2262.0,             69.5,            80.6,  34.0,        , 2022-11-17 02:00:00
 88.7, 133.2,          2152.0,             60.5,            79.6,  36.0,        , 2022-11-17 03:00:00
 87.5, 131.3,          2052.0,             49.2,            79.2,  42.0,        , 2022-11-17 04:00:00
102.2, 152.7,          2786.0,             72.9,           108.2,  20.0,        , 2022-11-17 05:00:00
107.3, 160.2,          2548.0,             75.3,           103.4,  22.0,        , 2022-11-17 06:00:00
108.5, 161.1,          2205.0,             78.4,            96.6,  26.0,        , 2022-11-17 07:00:00
 78.2, 119.2,          1716.0,             77.2,            87.0,  39.0,        , 2022-11-17 08:00:00
 62.4,  95.0,          1330.0,             67.8,            80.1,  61.0,        , 2022-11-17 09:00:00
 58.0,  86.6,           921.0,             54.0,            73.1,  90.0,        , 2022-11-17 10:00:00
 55.1,  81.5,           511.0,             38.0,            64.3, 123.0,        , 2022-11-17 11:00:00
 53.1,  78.5,           375.0,             29.8,            58.0, 139.0,        , 2022-11-17 12:00:00
 52.0,  77.3,           340.0,             23.4,            52.0, 151.0,        , 2022-11-17 13:00:00
 52.3,  78.5,           392.0,             24.3,            47.4, 153.0,        , 2022-11-17 14:00:00
 53.8,  81.7,           503.0,             38.2,            48.7, 136.0,        , 2022-11-17 15:00:00
 59.5,  90.8,           679.0,             59.7,            52.6, 107.0,        , 2022-11-17 16:00:00
 56.0,  83.1,          1018.0,             80.1,            61.1,  72.0,        , 2022-11-17 17:00:00
 61.5,  92.4,          1159.0,             80.0,            64.3,  72.0,        , 2022-11-17 18:00:00
 64.0,  98.0,          1360.0,             79.8,            68.8,  71.0,        , 2022-11-17 19:00:00
 67.5, 103.8,          1637.0,             79.5,            73.6,  68.0,        , 2022-11-17 20:00:00
 74.0, 113.4,          1859.0,             79.4,            75.1,  64.0,        , 2022-11-17 21:00:00
 78.7, 120.1,          2091.0,             79.4,            75.4,  58.0,        , 2022-11-17 22:00:00
 77.3, 117.8,          2245.0,             78.2,            74.2,  51.0,        , 2022-11-17 23:00:00
 75.4, 115.0,          2149.0,             75.3,            71.6,  48.0,        , 2022-11-18 00:00:00
 73.3, 111.5,          1932.0,             71.4,            67.7,  46.0,        , 2022-11-18 01:00:00
 70.5, 107.1,          1616.0,             67.7,            63.0,  45.0,        , 2022-11-18 02:00:00
 66.8, 101.3,          1384.0,             67.1,            60.3,  45.0,        , 2022-11-18 03:00:00
 62.2,  93.8,          1137.0,             67.6,            58.1,  46.0,        , 2022-11-18 04:00:00
 56.1,  82.2,           900.0,             58.2,            56.0,  49.0,        , 2022-11-18 05:00:00
 59.1,  85.9,           957.0,             65.1,            56.5,  44.0,        , 2022-11-18 06:00:00
 59.1,  85.4,          1036.0,             74.7,            57.2,  37.0,        , 2022-11-18 07:00:00
 52.0,  75.4,          1040.0,             78.0,            56.9,  41.0,        , 2022-11-18 08:00:00
 42.8,  62.2,           876.0,             64.8,            55.0,  64.0,        , 2022-11-18 09:00:00
 39.3,  57.4,           625.0,             43.5,            52.0,  98.0,        , 2022-11-18 10:00:00
 36.9,  54.0,           365.0,             21.0,            48.0, 135.0,        , 2022-11-18 11:00:00
 37.3,  54.8,           311.0,             14.4,            45.0, 148.0,        , 2022-11-18 12:00:00
 38.2,  56.7,           324.0,             12.6,            41.9, 155.0,        , 2022-11-18 13:00:00
 39.2,  59.4,           378.0,             18.6,            38.8, 151.0,        , 2022-11-18 14:00:00
 40.0,  61.7,           435.0,             33.2,            38.2, 133.0,        , 2022-11-18 15:00:00
 42.3,  65.4,           515.0,             54.2,            38.5, 105.0,        , 2022-11-18 16:00:00
 42.8,  67.1,           616.0,             75.9,            38.7,  76.0,        , 2022-11-18 17:00:00
 43.7,  68.7,           679.0,             80.5,            38.0,  68.0,        , 2022-11-18 18:00:00
 44.2,  69.4,           736.0,             79.5,            37.2,  68.0,        , 2022-11-18 19:00:00
 45.1,  70.3,           778.0,             76.3,            36.7,  69.0,        , 2022-11-18 20:00:00
 46.3,  71.7,           765.0,             75.5,            37.0,  69.0,        , 2022-11-18 21:00:00
 46.7,  71.9,           726.0,             74.1,            37.8,  71.0,        , 2022-11-18 22:00:00
 46.9,  71.9,           669.0,             68.6,            39.0,  75.0,        , 2022-11-18 23:00:00
 47.6,  72.4,           631.0,             58.5,            39.6,  81.0,        , 2022-11-19 00:00:00
 48.4,  72.9,           592.0,             45.5,            40.2,  90.0,        , 2022-11-19 01:00:00
 49.1,  73.1,           559.0,             32.8,            41.2,  97.0,        , 2022-11-19 02:00:00
 50.4,  74.3,           553.0,             30.8,            42.3,  96.0,        , 2022-11-19 03:00:00
 51.1,  74.7,           561.0,             32.5,            43.7,  92.0,        , 2022-11-19 04:00:00
 45.2,  65.2,           609.0,             47.2,            48.8,  63.0,        , 2022-11-19 05:00:00
 45.5,  65.9,           675.0,             55.0,            50.0,  57.0,        , 2022-11-19 06:00:00
 45.3,  65.4,           766.0,             65.8,            51.8,  50.0,        , 2022-11-19 07:00:00
 42.4,  61.7,           811.0,             70.9,            52.8,  51.0,        , 2022-11-19 08:00:00
 39.2,  57.5,           716.0,             59.4,            51.3,  70.0,        , 2022-11-19 09:00:00
 40.9,  60.1,           554.0,             39.9,            48.8, 100.0,        , 2022-11-19 10:00:00
 42.7,  62.9,           382.0,             19.4,            44.9, 131.0,        , 2022-11-19 11:00:00
 43.4,  64.0,           339.0,             13.7,            41.7, 142.0,        , 2022-11-19 12:00:00
 44.1,  65.7,           334.0,             12.6,            38.2, 146.0,        , 2022-11-19 13:00:00
 44.0,  66.4,           370.0,             19.0,            35.7, 141.0,        , 2022-11-19 14:00:00
 43.3,  66.4,           428.0,             33.3,            36.7, 124.0,        , 2022-11-19 15:00:00
 43.7,  67.3,           514.0,             53.7,            39.3,  98.0,        , 2022-11-19 16:00:00
 47.8,  72.2,           622.0,             75.0,            41.2,  71.0,        , 2022-11-19 17:00:00
 49.6,  74.5,           640.0,             74.7,            40.7,  70.0,        , 2022-11-19 18:00:00
 48.9,  73.6,           667.0,             74.2,            39.8,  70.0,        , 2022-11-19 19:00:00
 48.4,  72.6,           732.0,             73.1,            40.3,  68.0,        , 2022-11-19 20:00:00
 50.5,  75.4,           833.0,             71.8,            43.5,  66.0,        , 2022-11-19 21:00:00
 53.8,  79.6,           961.0,             70.2,            48.0,  64.0,        , 2022-11-19 22:00:00
 56.1,  82.7,          1055.0,             67.6,            52.0,  62.0,        , 2022-11-19 23:00:00
 57.3,  84.1,          1002.0,             65.3,            51.5,  61.0,        , 2022-11-20 00:00:00
 56.1,  82.0,           884.0,             62.8,            49.3,  59.0,        , 2022-11-20 01:00:00
 52.2,  76.1,           751.0,             59.3,            47.0,  58.0,        , 2022-11-20 02:00:00
 49.5,  71.9,           710.0,             55.5,            46.8,  58.0,        , 2022-11-20 03:00:00
 49.8,  72.4,           692.0,             51.2,            47.4,  58.0,        , 2022-11-20 04:00:00
 59.3,  85.0,          1114.0,             57.5,            55.8,  40.0,        , 2022-11-20 05:00:00
 59.0,  84.8,          1164.0,             65.7,            54.9,  36.0,        , 2022-11-20 06:00:00
 56.2,  80.8,          1232.0,             77.0,            53.5,  31.0,        , 2022-11-20 07:00:00
 56.9,  81.7,          1212.0,             82.3,            51.9,  35.0,        , 2022-11-20 08:00:00
 49.7,  71.9,          1016.0,             69.9,            51.3,  55.0,        , 2022-11-20 09:00:00
 47.4,  69.2,           725.0,             49.2,            51.1,  83.0,        , 2022-11-20 10:00:00
 47.5,  70.1,           421.0,             27.1,            49.5, 113.0,        , 2022-11-20 11:00:00
 47.1,  69.6,           346.0,             21.4,            46.0, 122.0,        , 2022-11-20 12:00:00
 46.7,  69.4,           344.0,             20.5,            41.5, 125.0,        , 2022-11-20 13:00:00
 46.6,  69.8,           390.0,             26.5,            37.5, 120.0,        , 2022-11-20 14:00:00
 46.7,  70.8,           455.0,             39.0,            38.0, 106.0,        , 2022-11-20 15:00:00
 48.1,  73.1,           551.0,             56.8,            40.3,  86.0,        , 2022-11-20 16:00:00
 48.3,  72.4,           694.0,             75.2,            44.5,  64.0,        , 2022-11-20 17:00:00
 51.8,  78.7,           714.0,             76.2,            44.0,  65.0,        , 2022-11-20 18:00:00
 52.0,  79.6,           743.0,             77.3,            43.2,  66.0,        , 2022-11-20 19:00:00
 51.3,  79.2,           753.0,             75.8,            42.3,  70.0,        , 2022-11-20 20:00:00
 51.5,  79.4,           718.0,             70.4,            42.0,  74.0,        , 2022-11-20 21:00:00
 50.6,  78.0,           660.0,             62.5,            41.6,  80.0,        , 2022-11-20 22:00:00
 48.5,  74.3,           587.0,             50.8,            41.0,  88.0,        , 2022-11-20 23:00:00
 47.8,  72.4,           546.0,             40.7,            40.1,  96.0,        , 2022-11-21 00:00:00
 47.8,  71.9,           510.0,             29.5,            39.0, 106.0,        , 2022-11-21 01:00:00
 48.7,  72.9,           481.0,             19.5,            38.2, 113.0,        , 2022-11-21 02:00:00
 49.2,  73.3,           469.0,             18.0,            38.2, 111.0,        , 2022-11-21 03:00:00
 48.8,  72.2,           466.0,             20.0,            38.5, 104.0,        , 2022-11-21 04:00:00
 51.6,  75.0,           608.0,             40.3,            48.0,  72.0,        , 2022-11-21 05:00:00
 53.7,  77.8,           713.0,             51.0,            50.8,  63.0,        , 2022-11-21 06:00:00
 58.3,  84.3,           860.0,             66.1,            55.0,  50.0,        , 2022-11-21 07:00:00
 56.0,  81.3,           958.0,             75.9,            58.1,  47.0,        , 2022-11-21 08:00:00
 51.7,  75.7,           867.0,             66.0,            57.0,  67.0,        , 2022-11-21 09:00:00
 51.6,  76.4,           692.0,             47.3,            54.2,  98.0,        , 2022-11-21 10:00:00
 50.8,  75.9,           494.0,             26.7,            49.2, 129.0,        , 2022-11-21 11:00:00
 48.2,  72.9,           430.0,             20.1,            44.2, 134.0,        , 2022-11-21 12:00:00
 45.4,  69.4,           400.0,             17.5,            38.5, 131.0,        , 2022-11-21 13:00:00
 41.6,  64.3,           397.0,             21.1,            33.0, 119.0,        , 2022-11-21 14:00:00
 39.2,  61.2,           425.0,             32.7,            32.2, 102.0,        , 2022-11-21 15:00:00
 37.5,  58.6,           478.0,             49.8,            33.2,  80.0,        , 2022-11-21 16:00:00
 42.6,  64.5,           609.0,             67.5,            40.3,  58.0,        , 2022-11-21 17:00:00
 44.1,  66.8,           644.0,             68.2,            40.0,  59.0,        , 2022-11-21 18:00:00
 46.3,  70.1,           693.0,             69.2,            39.7,  59.0,        , 2022-11-21 19:00:00
 48.3,  72.9,           744.0,             69.8,            39.5,  60.0,        , 2022-11-21 20:00:00
 50.6,  76.4,           760.0,             70.0,            40.2,  59.0,        , 2022-11-21 21:00:00
 52.2,  78.5,           765.0,             69.9,            41.2,  57.0,        , 2022-11-21 22:00:00
 51.9,  78.2,           748.0,             66.4,            41.8,  58.0,        , 2022-11-21 23:00:00
 51.3,  77.3,           705.0,             58.8,            41.3,  63.0,        , 2022-11-22 00:00:00
 51.7,  78.0,           643.0,             48.5,            40.2,  71.0,        , 2022-11-22 01:00:00
 52.4,  79.2,           578.0,             37.4,            38.5,  80.0,        , 2022-11-22 02:00:00
 52.4,  79.4,           555.0,             33.0,            36.8,  83.0,        , 2022-11-22 03:00:00
 50.9,  77.1,           545.0,             30.8,            34.8,  85.0,        , 2022-11-22 04:00:00
 44.6,  68.2,           449.0,             19.0,            33.3,  99.0,        , 2022-11-22 05:00:00
 43.9,  67.1,           484.0,             29.0,            34.0,  90.0,        , 2022-11-22 06:00:00
 43.9,  67.1,           534.0,             42.9,            35.0,  77.0,        , 2022-11-22 07:00:00
 42.8,  65.7,           567.0,             53.7,            35.5,  68.0,        , 2022-11-22 08:00:00
 43.1,  66.1,           538.0,             48.2,            34.5,  77.0,        , 2022-11-22 09:00:00
 42.8,  65.9,           481.0,             36.0,            32.6,  93.0,        , 2022-11-22 10:00:00
 41.8,  64.5,           416.0,             22.8,            30.3, 110.0,        , 2022-11-22 11:00:00
 39.0,  60.3,           390.0,             19.6,            28.9, 112.0,        , 2022-11-22 12:00:00
 38.3,  59.5,           374.0,             19.3,            27.5, 110.0,        , 2022-11-22 13:00:00
 38.0,  59.1,           383.0,             24.4,            26.8, 101.0,        , 2022-11-22 14:00:00
 37.6,  59.0,           423.0,             35.0,            27.8,  89.0,        , 2022-11-22 15:00:00
 38.4,  60.5,           486.0,             50.0,            29.8,  72.0,        , 2022-11-22 16:00:00
 43.8,  68.0,           771.0,             69.2,            42.0,  59.0,        , 2022-11-22 17:00:00
 48.3,  74.5,           944.0,             69.8,            43.7,  58.0,        , 2022-11-22 18:00:00
 51.6,  79.2,          1191.0,             70.8,            46.1,  57.0,        , 2022-11-22 19:00:00
 54.0,  83.1,          1477.0,             71.0,            49.3,  56.0,        , 2022-11-22 20:00:00
 58.0,  88.7,          1621.0,             69.5,            52.1,  55.0,        , 2022-11-22 21:00:00
 62.2,  94.8,          1731.0,             67.2,            55.0,  53.0,        , 2022-11-22 22:00:00
 61.2,  92.7,          1762.0,             63.9,            56.5,  51.0,        , 2022-11-22 23:00:00
 58.7,  88.9,          1636.0,             61.5,            53.6,  50.0,        , 2022-11-23 00:00:00
 56.8,  85.9,          1420.0,             59.1,            48.7,  50.0,        , 2022-11-23 01:00:00
 54.9,  83.1,          1178.0,             57.2,            44.1,  49.0,        , 2022-11-23 02:00:00
 53.9,  81.7,          1105.0,             56.9,            44.0,  47.0,        , 2022-11-23 03:00:00
 54.0,  81.5,          1078.0,             57.3,            45.5,  44.0,        , 2022-11-23 04:00:00
 49.7,  75.9,           790.0,             64.8,            47.3,  49.0,        , 2022-11-23 05:00:00
 51.2,  78.2,           802.0,             68.6,            48.2,  51.0,        , 2022-11-23 06:00:00
 54.9,  84.1,           817.0,             73.7,            49.2,  55.0,        , 2022-11-23 07:00:00
 44.6,  70.1,           790.0,             73.2,            49.0,  65.0,        , 2022-11-23 08:00:00
 38.8,  61.9,           696.0,             60.8,            46.0,  82.0,        , 2022-11-23 09:00:00
 37.3,  59.6,           562.0,             42.2,            41.6, 104.0,        , 2022-11-23 10:00:00
 37.3,  59.4,           417.0,             22.9,            36.2, 125.0,        , 2022-11-23 11:00:00
 34.2,  54.9,           367.0,             17.8,            33.5, 127.0,        , 2022-11-23 12:00:00
 32.1,  51.9,           346.0,             17.3,            31.2, 123.0,        , 2022-11-23 13:00:00
 30.5,  49.2,           352.0,             21.8,            29.7, 110.0,        , 2022-11-23 14:00:00
 28.5,  46.1,           363.0,             30.6,            29.9,  94.0,        , 2022-11-23 15:00:00
 27.8,  45.1,           390.0,             43.2,            31.0,  73.0,        , 2022-11-23 16:00:00
 27.3,  42.7,           629.0,             54.8,            40.5,  49.0,        , 2022-11-23 17:00:00
 34.9,  53.7,          1051.0,             53.0,            48.0,  49.0,        , 2022-11-23 18:00:00
 45.8,  69.2,          1657.0,             50.5,            58.8,  49.0,        , 2022-11-23 19:00:00
 59.6,  89.4,          2470.0,             47.8,            76.7,  48.0,        , 2022-11-23 20:00:00
 74.0, 110.1,          3036.0,             46.5,            94.7,  48.0,        , 2022-11-23 21:00:00
 88.7, 131.3,          3601.0,             45.6,           115.6,  47.0,        , 2022-11-23 22:00:00
 99.0, 145.3,          4149.0,             46.5,           135.9,  44.0,        , 2022-11-23 23:00:00
105.5, 154.6,          4293.0,             50.4,           139.6,  37.0,        , 2022-11-24 00:00:00
108.5, 158.8,          4278.0,             56.1,           137.2,  27.0,        , 2022-11-24 01:00:00
111.8, 163.0,          4221.0,             61.0,           133.9,  17.0,        , 2022-11-24 02:00:00
115.7, 169.0,          4304.0,             59.2,           134.3,  15.0,        , 2022-11-24 03:00:00
119.0, 173.7,          4401.0,             54.8,           135.3,  16.0,        , 2022-11-24 04:00:00
 83.8, 124.8,          2507.0,             64.1,           121.2,  20.0,        , 2022-11-24 05:00:00
 65.7,  99.4,          2094.0,             65.7,           108.1,  23.0,        , 2022-11-24 06:00:00
 45.9,  71.5,          1508.0,             67.9,            89.2,  28.0,        , 2022-11-24 07:00:00
 35.6,  57.6,           878.0,             68.2,            69.9,  39.0,        , 2022-11-24 08:00:00
 33.8,  54.7,           699.0,             64.2,            66.8,  52.0,        , 2022-11-24 09:00:00
 38.1,  61.2,           655.0,             58.0,            68.8,  68.0,        , 2022-11-24 10:00:00
 41.2,  66.8,           631.0,             49.7,            69.6,  88.0,        , 2022-11-24 11:00:00
 44.2,  72.4,           562.0,             43.2,            63.5, 103.0,        , 2022-11-24 12:00:00
 45.2,  74.5,           499.0,             36.5,            55.1, 118.0,        , 2022-11-24 13:00:00
 46.6,  77.1,           500.0,             34.3,            47.5, 127.0,        , 2022-11-24 14:00:00
 47.7,  79.2,           618.0,             42.8,            48.5, 117.0,        , 2022-11-24 15:00:00
 48.2,  80.3,           805.0,             57.0,            52.7,  99.0,        , 2022-11-24 16:00:00
 47.0,  78.0,           853.0,             73.2,            67.8,  74.0,        , 2022-11-24 17:00:00
 59.6,  95.7,           965.0,             74.1,            61.7,  70.0,        , 2022-11-24 18:00:00
 60.8,  96.4,          1124.0,             75.2,            53.0,  64.0,        , 2022-11-24 19:00:00
 51.1,  80.6,          1337.0,             75.2,            47.2,  58.0,        , 2022-11-24 20:00:00
 48.7,  76.6,          1483.0,             73.0,            52.5,  56.0,        , 2022-11-24 21:00:00
 52.5,  82.4,          1627.0,             69.6,            62.7,  56.0,        , 2022-11-24 22:00:00
 62.4,  96.4,          1761.0,             65.0,            73.2,  54.0,        , 2022-11-24 23:00:00
 65.2, 100.6,          1790.0,             62.0,            74.6,  51.0,        , 2022-11-25 00:00:00
 68.5, 105.2,          1775.0,             59.0,            72.9,  48.0,        , 2022-11-25 01:00:00
 70.5, 108.3,          1729.0,             56.3,            70.0,  43.0,        , 2022-11-25 02:00:00
 70.1, 107.6,          1677.0,             55.5,            67.9,  38.0,        , 2022-11-25 03:00:00
 69.4, 106.4,          1608.0,             55.6,            65.6,  33.0,        , 2022-11-25 04:00:00
 58.3,  86.6,          1336.0,             50.0,            76.7,  38.0,        , 2022-11-25 05:00:00
 56.5,  84.3,          1278.0,             54.5,            75.7,  37.0,        , 2022-11-25 06:00:00
 47.3,  72.2,          1194.0,             60.8,            74.2,  37.0,        , 2022-11-25 07:00:00
 48.2,  74.5,          1058.0,             63.5,            69.8,  46.0,        , 2022-11-25 08:00:00
 49.1,  78.5,           928.0,             56.3,            63.2,  68.0,        , 2022-11-25 09:00:00
 53.8,  86.1,           779.0,             44.2,            54.6,  97.0,        , 2022-11-25 10:00:00
 59.0,  94.3,           627.0,             30.9,            45.2, 130.0,        , 2022-11-25 11:00:00
 64.0, 102.4,           567.0,             25.0,            41.1, 144.0,        , 2022-11-25 12:00:00
 66.6, 107.8,           541.0,             21.0,            38.5, 152.0,        , 2022-11-25 13:00:00
 68.5, 112.0,           575.0,             24.0,            38.5, 151.0,        , 2022-11-25 14:00:00
 70.3, 115.9,           621.0,             37.8,            40.8, 136.0,        , 2022-11-25 15:00:00
 72.2, 120.1,           702.0,             58.2,            45.2, 112.0,        , 2022-11-25 16:00:00
 80.3, 129.0,          1077.0,             77.2,            59.1,  87.0,        , 2022-11-25 17:00:00
 91.7, 146.7,          1661.0,             75.9,            71.2,  87.0,        , 2022-11-25 18:00:00
108.0, 170.9,          2496.0,             74.2,            88.6,  87.0,        , 2022-11-25 19:00:00
126.2, 197.4,          3495.0,             72.7,           111.1,  86.0,        , 2022-11-25 20:00:00
140.6, 218.4,          4024.0,             72.8,           126.0,  84.0,        , 2022-11-25 21:00:00
148.1, 229.1,          4458.0,             73.8,           140.4,  81.0,        , 2022-11-25 22:00:00
149.0, 228.2,          4747.0,             74.7,           151.5,  76.0,        , 2022-11-25 23:00:00
145.3, 221.7,          4642.0,             74.9,           149.6,  72.0,        , 2022-11-26 00:00:00
140.2, 214.2,          4325.0,             75.1,           141.6,  69.0,        , 2022-11-26 01:00:00
136.9, 209.5,          3840.0,             74.3,           129.2,  65.0,        , 2022-11-26 02:00:00
131.8, 202.1,          3517.0,             71.9,           119.6,  65.0,        , 2022-11-26 03:00:00
125.3, 192.8,          3171.0,             68.8,           109.0,  66.0,        , 2022-11-26 04:00:00
146.7, 225.4,          3965.0,             85.4,           147.1,  48.0,        , 2022-11-26 05:00:00
127.6, 199.3,          3266.0,             87.9,           142.9,  46.0,        , 2022-11-26 06:00:00
102.2, 165.8,          2273.0,             91.3,           136.9,  43.0,        , 2022-11-26 07:00:00
 84.1, 140.6,          1200.0,             89.2,           125.8,  49.0,        , 2022-11-26 08:00:00
 76.4, 126.7,           884.0,             76.9,           113.7,  69.0,        , 2022-11-26 09:00:00
 74.5, 121.1,           794.0,             59.0,            99.2,  98.0,        , 2022-11-26 10:00:00
 73.3, 116.9,           742.0,             39.5,            81.8, 131.0,        , 2022-11-26 11:00:00
 72.4, 113.6,           654.0,             31.7,            72.1, 147.0,        , 2022-11-26 12:00:00
 71.2, 110.4,           589.0,             27.3,            64.0, 159.0,        , 2022-11-26 13:00:00
 68.9, 106.6,           575.0,             29.5,            56.4, 161.0,        , 2022-11-26 14:00:00
 66.1, 103.1,           560.0,             41.4,            52.1, 144.0,        , 2022-11-26 15:00:00
 63.6, 100.6,           572.0,             59.6,            49.5, 116.0,        , 2022-11-26 16:00:00
 95.0, 147.6,           991.0,             85.6,            62.4,  94.0,        , 2022-11-26 17:00:00
