pm2_5, pm10 , carbon_monoxide, nitrogen_dioxide, sulphur_dioxide, ozone, ammonia, datetime
 34.1,  56.3,           397.0,             10.9,            33.8, 119.0,        , 2023-11-01 10:00:00
 28.1,  46.3,           344.0,              7.3,            25.5, 121.0,        , 2023-11-01 11:00:00
 22.4,  37.0,           316.0,              6.2,            22.6, 117.0,        , 2023-11-01 12:00:00
 17.6,  29.0,           302.0,              6.6,            22.6, 109.0,        , 2023-11-01 13:00:00
 14.0,  23.2,           299.0,              8.1,            23.8, 100.0,        , 2023-11-01 14:00:00
 11.8,  19.4,           305.0,             11.0,            26.1,  91.0,        , 2023-11-01 15:00:00
 11.4,  18.7,           322.0,             14.9,            29.6,  81.0,        , 2023-11-01 16:00:00
 13.0,  21.3,           331.0,             15.8,            27.2,  73.0,        , 2023-11-01 17:00:00
 13.6,  21.9,           356.0,             17.5,            30.9,  69.0,        , 2023-11-01 18:00:00
 15.3,  24.4,           391.0,             19.9,            36.0,  64.0,        , 2023-11-01 19:00:00
 16.4,  25.8,           417.0,             21.5,            39.5,  59.0,        , 2023-11-01 20:00:00
 16.1,  25.3,           423.0,             21.5,            39.5,  57.0,        , 2023-11-01 21:00:00
 16.8,  26.3,           421.0,             20.8,            37.9,  55.0,        , 2023-11-01 22:00:00
 17.4,  27.1,           422.0,             20.4,            37.3,  54.0,        , 2023-11-01 23:00:00
 18.2,  28.2,           433.0,             20.8,            38.8,  52.0,        , 2023-11-02 00:00:00
 19.1,  29.6,           448.0,             21.5,            41.3,  49.0,        , 2023-11-02 01:00:00
 20.1,  31.1,           465.0,             22.5,            44.4,  47.0,        , 2023-11-02 02:00:00
 21.3,  33.1,           484.0,             24.1,            48.1,  45.0,        , 2023-11-02 03:00:00
 22.3,  34.6,           505.0,             26.0,            52.4,  44.0,        , 2023-11-02 04:00:00
 21.4,  32.8,           481.0,             23.7,            47.7,  49.0,        , 2023-11-02 05:00:00
 23.6,  36.2,           498.0,             24.5,            53.4,  53.0,        , 2023-11-02 06:00:00
 26.0,  39.6,           520.0,             25.5,            60.9,  59.0,        , 2023-11-02 07:00:00
 24.7,  38.5,           517.0,             24.8,            63.4,  66.0,        , 2023-11-02 08:00:00
 22.2,  34.9,           468.0,             20.8,            56.2,  75.0,        , 2023-11-02 09:00:00
 19.4,  30.7,           395.0,             15.1,            44.1,  86.0,        , 2023-11-02 10:00:00
 16.9,  26.8,           338.0,             10.8,            34.6,  93.0,        , 2023-11-02 11:00:00
 15.7,  25.0,           312.0,              9.0,            30.6,  96.0,        , 2023-11-02 12:00:00
 14.1,  22.8,           303.0,              8.5,            29.4,  95.0,        , 2023-11-02 13:00:00
 13.1,  21.4,           306.0,              9.7,            29.9,  91.0,        , 2023-11-02 14:00:00
 11.6,  19.2,           323.0,             13.4,            32.9,  80.0,        , 2023-11-02 15:00:00
 11.7,  19.4,           352.0,             18.6,            37.6,  65.0,        , 2023-11-02 16:00:00
 10.9,  17.9,           343.0,             18.4,            31.0,  59.0,        , 2023-11-02 17:00:00
 14.2,  22.6,           394.0,             21.6,            35.8,  54.0,        , 2023-11-02 18:00:00
 16.9,  26.5,           465.0,             26.0,            42.3,  47.0,        , 2023-11-02 19:00:00
 18.6,  28.7,           514.0,             28.9,            47.0,  42.0,        , 2023-11-02 20:00:00
 18.8,  28.9,           522.0,             29.0,            47.9,  42.0,        , 2023-11-02 21:00:00
 18.7,  28.8,           509.0,             27.6,            46.9,  44.0,        , 2023-11-02 22:00:00
 17.8,  27.4,           496.0,             26.2,            45.9,  45.0,        , 2023-11-02 23:00:00
 16.8,  25.6,           485.0,             24.9,            44.9,  45.0,        , 2023-11-03 00:00:00
 16.6,  25.3,           474.0,             23.6,            43.8,  45.0,        , 2023-11-03 01:00:00
 16.8,  25.6,           475.0,             23.3,            44.4,  43.0,        , 2023-11-03 02:00:00
 17.5,  26.4,           496.0,             25.0,            47.3,  38.0,        , 2023-11-03 03:00:00
 18.5,  27.7,           529.0,             27.7,            51.8,  33.0,        , 2023-11-03 04:00:00
 17.5,  26.5,           511.0,             26.5,            50.6,  37.0,        , 2023-11-03 05:00:00
 19.0,  28.8,           521.0,             26.9,            57.5,  41.0,        , 2023-11-03 06:00:00
 20.0,  30.2,           533.0,             27.3,            66.7,  48.0,        , 2023-11-03 07:00:00
 18.3,  28.0,           522.0,             26.1,            70.3,  55.0,        , 2023-11-03 08:00:00
 15.0,  23.2,           469.0,             21.9,            63.1,  64.0,        , 2023-11-03 09:00:00
 13.0,  20.3,           393.0,             16.2,            50.4,  73.0,        , 2023-11-03 10:00:00
 12.3,  19.3,           333.0,             12.1,            40.4,  79.0,        , 2023-11-03 11:00:00
 11.8,  18.6,           303.0,             10.7,            36.2,  81.0,        , 2023-11-03 12:00:00
 11.7,  18.6,           289.0,             10.9,            34.7,  80.0,        , 2023-11-03 13:00:00
 11.0,  17.5,           284.0,             12.1,            34.5,  76.0,        , 2023-11-03 14:00:00
 10.2,  16.4,           286.0,             14.7,            35.2,  66.0,        , 2023-11-03 15:00:00
  9.3,  14.9,           298.0,             18.3,            37.2,  52.0,        , 2023-11-03 16:00:00
 11.5,  18.0,           341.0,             23.8,            46.0,  33.0,        , 2023-11-03 17:00:00
 14.3,  22.0,           414.0,             28.4,            54.7,  28.0,        , 2023-11-03 18:00:00
 17.3,  26.0,           514.0,             34.6,            66.2,  20.0,        , 2023-11-03 19:00:00
 19.0,  28.2,           586.0,             38.0,            72.0,  15.0,        , 2023-11-03 20:00:00
 19.9,  29.5,           600.0,             35.9,            66.4,  15.0,        , 2023-11-03 21:00:00
 19.7,  29.0,           586.0,             31.0,            55.0,  16.0,        , 2023-11-03 22:00:00
 18.7,  27.8,           573.0,             27.0,            46.2,  18.0,        , 2023-11-03 23:00:00
 18.1,  26.8,           572.0,             25.3,            43.5,  18.0,        , 2023-11-04 00:00:00
 17.9,  26.4,           572.0,             24.6,            43.4,  18.0,        , 2023-11-04 01:00:00
 18.0,  26.6,           571.0,             24.0,            43.5,  18.0,        , 2023-11-04 02:00:00
 17.9,  26.3,           565.0,             23.1,            40.6,  18.0,        , 2023-11-04 03:00:00
 18.2,  26.7,           559.0,             22.5,            37.9,  19.0,        , 2023-11-04 04:00:00
 18.7,  27.7,           602.0,             24.4,            45.0,  19.0,        , 2023-11-04 05:00:00
 18.9,  27.9,           602.0,             25.0,            60.6,  21.0,        , 2023-11-04 06:00:00
 20.0,  29.3,           599.0,             25.6,            81.7,  25.0,        , 2023-11-04 07:00:00
 17.7,  26.0,           577.0,             25.3,            93.9,  30.0,        , 2023-11-04 08:00:00
 16.8,  24.6,           520.0,             23.2,            89.0,  37.0,        , 2023-11-04 09:00:00
 15.1,  22.2,           444.0,             20.1,            75.3,  44.0,        , 2023-11-04 10:00:00
 11.8,  17.7,           382.0,             17.6,            63.4,  51.0,        , 2023-11-04 11:00:00
 11.0,  16.7,           345.0,             16.1,            56.9,  57.0,        , 2023-11-04 12:00:00
 10.9,  16.9,           321.0,             15.2,            52.1,  62.0,        , 2023-11-04 13:00:00
 10.7,  16.8,           308.0,             15.4,            48.6,  63.0,        , 2023-11-04 14:00:00
 10.1,  16.1,           304.0,             17.7,            46.5,  56.0,        , 2023-11-04 15:00:00
  9.2,  14.7,           310.0,             21.1,            45.6,  45.0,        , 2023-11-04 16:00:00
 16.6,  26.3,           318.0,             23.5,            42.1,  34.0,        , 2023-11-04 17:00:00
 21.9,  34.2,           356.0,             23.8,            43.9,  32.0,        , 2023-11-04 18:00:00
 21.6,  33.3,           409.0,             24.2,            46.4,  28.0,        , 2023-11-04 19:00:00
 21.1,  32.5,           452.0,             24.8,            48.8,  25.0,        , 2023-11-04 20:00:00
 21.9,  33.5,           476.0,             25.7,            51.2,  23.0,        , 2023-11-04 21:00:00
 22.1,  33.5,           491.0,             26.8,            53.4,  21.0,        , 2023-11-04 22:00:00
 21.5,  32.5,           501.0,             27.2,            54.0,  20.0,        , 2023-11-04 23:00:00
 20.8,  31.3,           501.0,             26.2,            50.9,  20.0,        , 2023-11-05 00:00:00
 20.4,  30.5,           495.0,             24.5,            46.3,  20.0,        , 2023-11-05 01:00:00
 20.3,  30.2,           503.0,             23.5,            45.0,  20.0,        , 2023-11-05 02:00:00
 21.1,  31.4,           544.0,             24.1,            50.2,  18.0,        , 2023-11-05 03:00:00
 23.0,  34.1,           598.0,             25.3,            58.7,  16.0,        , 2023-11-05 04:00:00
 21.0,  31.1,           567.0,             28.5,            62.6,  18.0,        , 2023-11-05 05:00:00
 23.2,  34.2,           587.0,             28.9,            74.3,  20.0,        , 2023-11-05 06:00:00
 25.5,  37.4,           610.0,             29.3,            89.8,  23.0,        , 2023-11-05 07:00:00
 22.6,  33.5,           599.0,             28.2,            96.4,  27.0,        , 2023-11-05 08:00:00
 15.9,  24.0,           524.0,             24.1,            86.0,  35.0,        , 2023-11-05 09:00:00
 13.9,  21.2,           416.0,             18.4,            66.8,  44.0,        , 2023-11-05 10:00:00
 13.0,  20.1,           327.0,             13.9,            50.3,  51.0,        , 2023-11-05 11:00:00
 11.7,  18.6,           276.0,             11.2,            40.2,  55.0,        , 2023-11-05 12:00:00
 10.5,  17.1,           245.0,              9.7,            32.8,  58.0,        , 2023-11-05 13:00:00
  9.5,  15.7,           234.0,              9.9,            29.0,  57.0,        , 2023-11-05 14:00:00
  9.7,  15.9,           248.0,             12.9,            30.2,  51.0,        , 2023-11-05 15:00:00
 10.3,  16.9,           281.0,             17.6,            34.8,  42.0,        , 2023-11-05 16:00:00
 12.5,  20.0,           291.0,             20.3,            37.4,  40.0,        , 2023-11-05 17:00:00
 15.0,  23.6,           330.0,             22.8,            41.0,  37.0,        , 2023-11-05 18:00:00
 17.5,  27.2,           384.0,             26.3,            46.0,  34.0,        , 2023-11-05 19:00:00
 18.6,  28.7,           429.0,             28.9,            50.0,  31.0,        , 2023-11-05 20:00:00
 19.5,  30.0,           456.0,             30.0,            52.0,  30.0,        , 2023-11-05 21:00:00
 20.4,  31.2,           473.0,             30.3,            52.9,  29.0,        , 2023-11-05 22:00:00
 20.5,  31.2,           485.0,             30.2,            53.1,  29.0,        , 2023-11-05 23:00:00
 20.1,  30.5,           490.0,             29.4,            52.4,  29.0,        , 2023-11-06 00:00:00
 19.7,  29.9,           488.0,             28.2,            50.9,  29.0,        , 2023-11-06 01:00:00
 19.6,  29.5,           486.0,             27.3,            50.2,  29.0,        , 2023-11-06 02:00:00
 19.4,  29.3,           484.0,             27.4,            50.5,  29.0,        , 2023-11-06 03:00:00
 19.3,  29.1,           482.0,             27.9,            51.5,  28.0,        , 2023-11-06 04:00:00
 18.1,  27.5,           443.0,             25.2,            50.4,  37.0,        , 2023-11-06 05:00:00
 19.0,  28.8,           435.0,             23.8,            50.6,  42.0,        , 2023-11-06 06:00:00
 19.6,  29.5,           423.0,             21.8,            50.9,  49.0,        , 2023-11-06 07:00:00
 18.4,  28.1,           408.0,             19.6,            50.1,  56.0,        , 2023-11-06 08:00:00
 17.1,  26.4,           386.0,             17.2,            47.6,  64.0,        , 2023-11-06 09:00:00
 17.6,  27.3,           361.0,             14.7,            44.1,  72.0,        , 2023-11-06 10:00:00
 16.9,  26.3,           339.0,             12.8,            41.0,  78.0,        , 2023-11-06 11:00:00
 15.8,  25.1,           319.0,             11.4,            38.6,  82.0,        , 2023-11-06 12:00:00
 15.4,  24.7,           302.0,             10.6,            36.6,  85.0,        , 2023-11-06 13:00:00
 15.0,  24.2,           298.0,             11.4,            35.9,  83.0,        , 2023-11-06 14:00:00
 14.7,  24.2,           313.0,             14.9,            37.4,  74.0,        , 2023-11-06 15:00:00
 14.8,  24.1,           341.0,             19.9,            40.2,  62.0,        , 2023-11-06 16:00:00
 19.8,  32.7,           355.0,             21.8,            42.1,  58.0,        , 2023-11-06 17:00:00
 21.4,  35.0,           373.0,             22.2,            42.6,  57.0,        , 2023-11-06 18:00:00
 21.8,  35.5,           399.0,             22.8,            43.4,  56.0,        , 2023-11-06 19:00:00
 22.8,  36.4,           427.0,             23.4,            44.2,  55.0,        , 2023-11-06 20:00:00
 24.6,  38.8,           458.0,             24.0,            44.8,  53.0,        , 2023-11-06 21:00:00
 25.7,  40.3,           490.0,             24.6,            45.4,  51.0,        , 2023-11-06 22:00:00
 26.3,  40.5,           517.0,             25.2,            46.3,  49.0,        , 2023-11-06 23:00:00
 26.3,  40.2,           534.0,             25.5,            47.5,  47.0,        , 2023-11-07 00:00:00
 26.1,  39.6,           545.0,             25.8,            49.0,  45.0,        , 2023-11-07 01:00:00
 25.8,  38.9,           556.0,             26.4,            51.1,  42.0,        , 2023-11-07 02:00:00
 25.8,  38.8,           571.0,             28.1,            54.2,  38.0,        , 2023-11-07 03:00:00
 25.5,  37.8,           586.0,             30.1,            58.0,  33.0,        , 2023-11-07 04:00:00
 25.0,  37.5,           571.0,             29.0,            58.8,  37.0,        , 2023-11-07 05:00:00
 26.3,  39.3,           560.0,             27.8,            60.4,  45.0,        , 2023-11-07 06:00:00
 27.6,  41.3,           543.0,             26.0,            62.3,  56.0,        , 2023-11-07 07:00:00
 28.2,  42.5,           519.0,             23.4,            61.2,  68.0,        , 2023-11-07 08:00:00
 28.9,  44.0,           482.0,             19.3,            54.7,  83.0,        , 2023-11-07 09:00:00
 31.4,  47.8,           437.0,             14.5,            45.3, 100.0,        , 2023-11-07 10:00:00
 30.7,  47.0,           399.0,             10.8,            37.2, 112.0,        , 2023-11-07 11:00:00
 30.6,  47.0,           370.0,              8.7,            31.4, 117.0,        , 2023-11-07 12:00:00
 31.5,  48.8,           348.0,              7.8,            26.9, 118.0,        , 2023-11-07 13:00:00
 32.2,  50.3,           345.0,              8.5,            25.4, 114.0,        , 2023-11-07 14:00:00
 35.2,  55.5,           369.0,             12.0,            28.7, 105.0,        , 2023-11-07 15:00:00
 39.0,  61.9,           411.0,             17.1,            34.9,  91.0,        , 2023-11-07 16:00:00
 40.3,  64.3,           414.0,             17.2,            32.1,  92.0,        , 2023-11-07 17:00:00
 42.6,  67.5,           463.0,             19.7,            36.3,  86.0,        , 2023-11-07 18:00:00
 46.2,  72.9,           531.0,             23.1,            42.2,  77.0,        , 2023-11-07 19:00:00
 48.1,  75.7,           590.0,             25.9,            46.8,  69.0,        , 2023-11-07 20:00:00
 48.9,  76.8,           628.0,             27.2,            48.5,  64.0,        , 2023-11-07 21:00:00
 48.9,  75.9,           657.0,             27.8,            48.9,  60.0,        , 2023-11-07 22:00:00
 48.3,  74.7,           686.0,             28.4,            50.3,  55.0,        , 2023-11-07 23:00:00
 48.0,  73.8,           719.0,             29.4,            53.8,  48.0,        , 2023-11-08 00:00:00
 48.0,  73.8,           752.0,             30.4,            58.3,  41.0,        , 2023-11-08 01:00:00
 48.4,  74.3,           779.0,             31.5,            62.5,  35.0,        , 2023-11-08 02:00:00
 48.9,  74.3,           797.0,             32.6,            64.5,  29.0,        , 2023-11-08 03:00:00
 48.9,  73.8,           810.0,             33.7,            66.1,  24.0,        , 2023-11-08 04:00:00
 47.0,  72.2,           694.0,             27.5,            57.0,  50.0,        , 2023-11-08 05:00:00
 49.8,  75.7,           733.0,             30.5,            71.8,  57.0,        , 2023-11-08 06:00:00
 52.7,  79.9,           784.0,             34.4,            91.7,  68.0,        , 2023-11-08 07:00:00
 55.1,  84.5,           798.0,             35.7,           102.6,  82.0,        , 2023-11-08 08:00:00
 50.4,  78.7,           741.0,             31.8,            96.4, 101.0,        , 2023-11-08 09:00:00
 47.5,  74.7,           647.0,             25.2,            81.4, 123.0,        , 2023-11-08 10:00:00
 46.9,  73.8,           568.0,             19.8,            68.0, 140.0,        , 2023-11-08 11:00:00
 45.8,  72.2,           522.0,             16.7,            59.9, 149.0,        , 2023-11-08 12:00:00
 44.6,  71.0,           492.0,             14.7,            53.5, 152.0,        , 2023-11-08 13:00:00
 43.1,  69.2,           475.0,             14.3,            48.8, 149.0,        , 2023-11-08 14:00:00
 40.7,  66.4,           473.0,             16.3,            46.3, 138.0,        , 2023-11-08 15:00:00
 39.7,  65.2,           485.0,             19.9,            45.6, 121.0,        , 2023-11-08 16:00:00
 45.3,  76.4,           459.0,             19.7,            37.5, 107.0,        , 2023-11-08 17:00:00
 48.8,  82.2,           504.0,             22.3,            39.7, 102.0,        , 2023-11-08 18:00:00
 52.5,  88.0,           568.0,             25.9,            42.5,  94.0,        , 2023-11-08 19:00:00
 56.3,  94.1,           630.0,             28.5,            43.4,  87.0,        , 2023-11-08 20:00:00
 60.5,  99.7,           684.0,             29.0,            39.9,  82.0,        , 2023-11-08 21:00:00
 62.4, 101.7,           737.0,             28.5,            34.4,  77.0,        , 2023-11-08 22:00:00
 61.9,  99.9,           787.0,             27.9,            31.7,  72.0,        , 2023-11-08 23:00:00
 61.2,  97.8,           831.0,             27.2,            34.5,  65.0,        , 2023-11-09 00:00:00
 60.5,  96.2,           872.0,             26.3,            40.1,  58.0,        , 2023-11-09 01:00:00
 59.8,  94.1,           914.0,             26.0,            45.2,  50.0,        , 2023-11-09 02:00:00
 58.9,  91.7,           955.0,             25.9,            43.8,  40.0,        , 2023-11-09 03:00:00
 59.1,  91.7,           996.0,             26.4,            41.9,  29.0,        , 2023-11-09 04:00:00
 58.1,  87.8,          1025.0,             37.6,            69.0,  19.0,        , 2023-11-09 05:00:00
 59.3,  89.2,          1025.0,             41.1,            91.5,  32.0,        , 2023-11-09 06:00:00
 64.7,  98.3,          1019.0,             45.4,           121.6,  51.0,        , 2023-11-09 07:00:00
 62.4,  97.6,           972.0,             45.8,           136.4,  73.0,        , 2023-11-09 08:00:00
 57.4,  91.7,           848.0,             38.5,           121.6,  99.0,        , 2023-11-09 09:00:00
 54.6,  88.5,           684.0,             27.1,            91.7, 128.0,        , 2023-11-09 10:00:00
 51.7,  85.0,           554.0,             18.1,            66.9, 150.0,        , 2023-11-09 11:00:00
 51.1,  84.3,           491.0,             13.6,            55.1, 162.0,        , 2023-11-09 12:00:00
 50.4,  83.6,           464.0,             11.4,            48.6, 168.0,        , 2023-11-09 13:00:00
 49.5,  82.2,           451.0,             10.9,            44.3, 167.0,        , 2023-11-09 14:00:00
 48.2,  80.3,           450.0,             12.8,            42.2, 156.0,        , 2023-11-09 15:00:00
 48.7,  81.0,           463.0,             16.5,            42.4, 139.0,        , 2023-11-09 16:00:00
 40.9,  67.1,           468.0,             18.7,            40.7, 127.0,        , 2023-11-09 17:00:00
 43.7,  72.2,           482.0,             18.5,            40.8, 124.0,        , 2023-11-09 18:00:00
 45.4,  75.7,           501.0,             18.2,            40.8, 121.0,        , 2023-11-09 19:00:00
 48.4,  81.0,           526.0,             18.0,            39.7, 116.0,        , 2023-11-09 20:00:00
 50.8,  85.2,           554.0,             17.8,            35.9, 111.0,        , 2023-11-09 21:00:00
 51.8,  86.6,           588.0,             17.6,            31.0, 104.0,        , 2023-11-09 22:00:00
 50.8,  85.0,           625.0,             17.7,            28.3,  96.0,        , 2023-11-09 23:00:00
 49.0,  81.5,           671.0,             18.3,            29.9,  85.0,        , 2023-11-10 00:00:00
 47.3,  78.0,           720.0,             19.3,            33.7,  73.0,        , 2023-11-10 01:00:00
 45.5,  74.5,           764.0,             20.2,            37.2,  62.0,        , 2023-11-10 02:00:00
 44.4,  71.9,           796.0,             20.3,            36.7,  50.0,        , 2023-11-10 03:00:00
 42.3,  68.2,           821.0,             20.3,            35.9,  39.0,        , 2023-11-10 04:00:00
 42.4,  69.2,           764.0,             21.0,            43.4,  48.0,        , 2023-11-10 05:00:00
 42.7,  69.4,           807.0,             26.9,            65.3,  60.0,        , 2023-11-10 06:00:00
 48.2,  77.5,           861.0,             34.6,            94.7,  78.0,        , 2023-11-10 07:00:00
 54.1,  89.6,           867.0,             37.9,           111.2,  98.0,        , 2023-11-10 08:00:00
 50.3,  85.9,           778.0,             32.6,           102.8, 122.0,        , 2023-11-10 09:00:00
 49.4,  84.8,           641.0,             22.9,            81.6, 149.0,        , 2023-11-10 10:00:00
 48.7,  83.8,           532.0,             15.1,            63.4, 168.0,        , 2023-11-10 11:00:00
 48.3,  83.1,           482.0,             11.5,            53.5, 176.0,        , 2023-11-10 12:00:00
 48.2,  83.4,           461.0,              9.9,            46.6, 178.0,        , 2023-11-10 13:00:00
 48.1,  83.4,           457.0,             10.0,            42.5, 174.0,        , 2023-11-10 14:00:00
 47.6,  82.9,           471.0,             12.8,            42.3, 164.0,        , 2023-11-10 15:00:00
 47.5,  82.7,           502.0,             17.5,            44.9, 148.0,        , 2023-11-10 16:00:00
 54.7,  94.3,           529.0,             20.5,            46.4, 132.0,        , 2023-11-10 17:00:00
 56.8,  97.3,           556.0,             20.5,            46.3, 126.0,        , 2023-11-10 18:00:00
 58.8, 100.4,           593.0,             20.4,            45.9, 116.0,        , 2023-11-10 19:00:00
 60.8, 103.6,           630.0,             20.2,            43.9, 107.0,        , 2023-11-10 20:00:00
 62.4, 106.4,           660.0,             19.7,            38.6,  99.0,        , 2023-11-10 21:00:00
 62.6, 107.1,           690.0,             18.9,            31.8,  91.0,        , 2023-11-10 22:00:00
 61.0, 104.1,           721.0,             18.5,            27.3,  82.0,        , 2023-11-10 23:00:00
 57.5,  98.0,           758.0,             18.4,            26.7,  72.0,        , 2023-11-11 00:00:00
 54.7,  92.7,           797.0,             18.6,            28.5,  62.0,        , 2023-11-11 01:00:00
 52.9,  88.9,           832.0,             19.1,            31.4,  53.0,        , 2023-11-11 02:00:00
 52.2,  87.3,           859.0,             19.6,            33.4,  43.0,        , 2023-11-11 03:00:00
 50.1,  84.1,           883.0,             20.5,            36.5,  34.0,        , 2023-11-11 04:00:00
 48.3,  81.7,           864.0,             21.9,            40.6,  35.0,        , 2023-11-11 05:00:00
 50.4,  85.2,           920.0,             28.6,            69.7,  47.0,        , 2023-11-11 06:00:00
 54.5,  91.5,           993.0,             37.5,           108.9,  64.0,        , 2023-11-11 07:00:00
 69.2, 119.2,          1010.0,             41.8,           131.7,  83.0,        , 2023-11-11 08:00:00
 68.2, 119.7,           922.0,             37.1,           123.1, 106.0,        , 2023-11-11 09:00:00
 65.2, 115.0,           778.0,             27.7,            98.1, 131.0,        , 2023-11-11 10:00:00
 62.6, 110.6,           657.0,             19.6,            75.3, 151.0,        , 2023-11-11 11:00:00
 59.8, 105.5,           582.0,             14.4,            60.3, 162.0,        , 2023-11-11 12:00:00
 57.4, 101.5,           530.0,             10.5,            47.5, 168.0,        , 2023-11-11 13:00:00
 55.9,  99.0,           505.0,              8.9,            39.3, 168.0,        , 2023-11-11 14:00:00
 55.1,  97.6,           518.0,             11.0,            38.2, 159.0,        , 2023-11-11 15:00:00
 55.6,  98.5,           559.0,             15.5,            41.8, 144.0,        , 2023-11-11 16:00:00
 53.9,  93.8,           568.0,             19.7,            45.2, 133.0,        , 2023-11-11 17:00:00
 56.9,  99.4,           589.0,             19.2,            44.7, 128.0,        , 2023-11-11 18:00:00
 58.1, 101.7,           620.0,             18.6,            43.8, 120.0,        , 2023-11-11 19:00:00
 60.1, 105.0,           649.0,             18.0,            41.8, 112.0,        , 2023-11-11 20:00:00
 62.4, 108.7,           672.0,             17.4,            37.2, 105.0,        , 2023-11-11 21:00:00
 62.9, 109.4,           695.0,             16.8,            31.4,  97.0,        , 2023-11-11 22:00:00
 62.2, 107.8,           721.0,             16.7,            28.0,  89.0,        , 2023-11-11 23:00:00
 60.5, 104.8,           754.0,             17.2,            28.7,  79.0,        , 2023-11-12 00:00:00
 58.1, 100.1,           791.0,             18.0,            31.8,  69.0,        , 2023-11-12 01:00:00
 55.2,  94.3,           827.0,             19.2,            35.6,  59.0,        , 2023-11-12 02:00:00
 53.7,  90.6,           862.0,             20.2,            37.6,  47.0,        , 2023-11-12 03:00:00
 51.6,  86.6,           897.0,             21.6,            40.3,  35.0,        , 2023-11-12 04:00:00
 47.3,  79.2,           891.0,             21.2,            39.7,  29.0,        , 2023-11-12 05:00:00
 49.1,  82.4,           953.0,             29.0,            72.1,  42.0,        , 2023-11-12 06:00:00
 54.4,  91.0,          1034.0,             39.4,           115.8,  61.0,        , 2023-11-12 07:00:00
 69.4, 117.8,          1052.0,             44.3,           140.4,  81.0,        , 2023-11-12 08:00:00
 65.4, 112.7,           951.0,             38.7,           128.3, 104.0,        , 2023-11-12 09:00:00
 60.8, 105.2,           787.0,             27.7,            97.2, 129.0,        , 2023-11-12 10:00:00
 58.1, 100.8,           654.0,             18.4,            70.3, 148.0,        , 2023-11-12 11:00:00
 56.1,  98.0,           584.0,             13.1,            55.0, 159.0,        , 2023-11-12 12:00:00
 55.8,  97.8,           544.0,              9.6,            43.9, 164.0,        , 2023-11-12 13:00:00
 56.5,  99.7,           530.0,              8.4,            37.5, 164.0,        , 2023-11-12 14:00:00
 57.5, 102.0,           548.0,             10.7,            37.9, 156.0,        , 2023-11-12 15:00:00
 59.6, 105.9,           592.0,             15.2,            42.9, 142.0,        , 2023-11-12 16:00:00
 58.1, 101.7,           611.0,             18.9,            45.4, 126.0,        , 2023-11-12 17:00:00
 62.2, 108.7,           645.0,             19.4,            46.5, 121.0,        , 2023-11-12 18:00:00
 66.1, 115.7,           693.0,             20.1,            47.8, 114.0,        , 2023-11-12 19:00:00
 69.2, 120.6,           734.0,             20.4,            47.6, 107.0,        , 2023-11-12 20:00:00
 70.8, 123.4,           760.0,             20.1,            43.9, 101.0,        , 2023-11-12 21:00:00
 71.2, 123.9,           778.0,             19.4,            38.7,  95.0,        , 2023-11-12 22:00:00
 70.3, 122.5,           793.0,             19.0,            35.5,  89.0,        , 2023-11-12 23:00:00
 68.5, 119.0,           808.0,             19.1,            36.1,  84.0,        , 2023-11-13 00:00:00
 66.6, 115.5,           820.0,             19.3,            38.7,  79.0,        , 2023-11-13 01:00:00
 66.8, 115.5,           822.0,             19.6,            42.0,  77.0,        , 2023-11-13 02:00:00
 67.3, 116.4,           806.0,             19.5,            45.5,  78.0,        , 2023-11-13 03:00:00
 67.8, 117.1,           780.0,             19.3,            49.6,  82.0,        , 2023-11-13 04:00:00
 69.8, 121.1,           814.0,             22.8,            59.6,  77.0,        , 2023-11-13 05:00:00
 72.6, 126.2,           812.0,             24.0,            63.5,  87.0,        , 2023-11-13 06:00:00
 79.9, 140.6,           807.0,             25.4,            68.4, 101.0,        , 2023-11-13 07:00:00
 82.9, 145.8,           784.0,             24.8,            68.6, 117.0,        , 2023-11-13 08:00:00
 83.8, 148.5,           727.0,             20.1,            59.9, 137.0,        , 2023-11-13 09:00:00
 82.7, 146.7,           653.0,             13.3,            46.6, 159.0,        , 2023-11-13 10:00:00
 80.1, 141.6,           592.0,              8.2,            35.9, 174.0,        , 2023-11-13 11:00:00
 78.0, 137.4,           556.0,              6.1,            30.3, 178.0,        , 2023-11-13 12:00:00
 76.1, 134.1,           534.0,              5.8,            27.3, 175.0,        , 2023-11-13 13:00:00
 74.5, 130.9,           526.0,              6.5,            26.3, 170.0,        , 2023-11-13 14:00:00
 72.9, 128.1,           536.0,              9.0,            28.2, 161.0,        , 2023-11-13 15:00:00
 72.2, 126.2,           560.0,             12.6,            32.0, 150.0,        , 2023-11-13 16:00:00
 88.2, 152.7,           598.0,             15.6,            35.9, 142.0,        , 2023-11-13 17:00:00
 90.6, 156.0,           603.0,             14.9,            36.0, 142.0,        , 2023-11-13 18:00:00
 91.0, 156.5,           610.0,             14.0,            36.2, 141.0,        , 2023-11-13 19:00:00
 89.6, 154.1,           615.0,             13.3,            35.9, 139.0,        , 2023-11-13 20:00:00
 86.8, 149.5,           613.0,             13.1,            34.5, 134.0,        , 2023-11-13 21:00:00
 82.9, 143.0,           609.0,             13.1,            32.7, 127.0,        , 2023-11-13 22:00:00
 78.7, 136.0,           610.0,             13.4,            32.5, 120.0,        , 2023-11-13 23:00:00
 75.4, 129.9,           621.0,             14.0,            35.0, 114.0,        , 2023-11-14 00:00:00
