DATE,T2M_MAX,WD10M,RH2M,WS10M,PS,ALLSKY_SFC_SW_DWN,T2M_MIN,T2M,CLRSKY_SFC_SW_DWN,CLOUD_AMT,ALLSKY_SFC_LW_DWN,PRECTOTCORR
20121219,25.37,33.8,65.81,3.93,101.0,4.8437,19.61,22.5,5.1168,41.56,8.6942,0.0
20121220,25.56,43.9,64.24,3.17,100.9,4.9255,19.6,22.59,5.0167,24.59,8.6635,0.0
20121221,25.62,56.4,74.99,3.24,100.97,4.7683,19.95,22.84,4.8852,24.04,8.8891,0.0
20121222,25.31,53.0,77.58,4.13,101.01,4.4429,20.12,22.65,4.5444,28.1,9.0101,0.0
20121223,24.61,45.8,73.0,5.3,101.07,4.2082,19.04,21.74,4.5293,34.31,8.9832,0.0
20121224,24.65,50.2,69.45,4.2,101.01,4.2902,18.75,21.68,4.5218,29.84,8.7631,0.0
20121225,25.41,53.8,72.36,3.99,100.89,4.4388,19.36,22.26,4.6853,27.81,8.9436,0.0
20121226,25.41,48.2,73.95,5.01,100.88,4.4232,19.36,22.32,4.5852,23.02,8.9357,0.0
20121227,24.93,48.7,74.07,5.29,100.86,4.0987,19.3,21.98,4.2874,28.83,8.9424,0.0
20121228,25.42,57.0,74.45,4.09,100.77,4.242,18.87,22.19,4.5703,36.03,8.9856,0.0
20121229,25.9,60.0,77.65,4.25,100.79,3.3283,19.78,22.88,4.5859,62.99,9.715,0.0
20121230,26.06,70.7,81.32,3.88,100.82,3.5453,21.11,23.45,4.501,53.6,9.7968,0.0
20121231,26.8,95.3,80.66,2.59,100.78,4.1095,21.96,23.88,4.5634,57.85,9.4865,0.0
20130101,26.63,132.7,78.18,1.84,100.85,4.4232,22.6,24.15,4.541,23.01,9.3506,0.0
20130102,26.61,161.9,74.79,1.84,100.91,4.1316,23.1,24.35,4.2898,29.79,9.4128,0.0
20130103,27.47,187.7,78.69,2.15,100.94,4.3582,22.56,24.67,4.427,12.45,9.4594,0.12
20130104,28.11,140.0,79.95,1.91,100.9,4.1914,23.17,25.01,4.2876,18.32,9.5074,0.03
20130105,26.91,110.8,82.9,2.48,100.78,3.8069,22.67,24.51,4.194,39.42,9.6084,0.02
20130106,26.59,124.0,81.59,2.87,100.82,3.9029,22.69,24.35,4.2358,45.21,9.4714,0.01
20130107,26.86,106.7,77.88,2.89,100.91,4.0728,22.54,24.44,4.1712,34.58,9.2594,0.0
20130108,27.39,70.4,73.77,2.94,101.01,3.8882,22.6,24.7,3.9187,29.93,9.2592,1.25
20130109,25.67,59.6,77.01,4.45,101.09,2.5783,20.6,23.02,3.6086,73.36,9.9046,0.05
20130110,26.28,64.7,67.33,3.37,101.01,4.2838,19.69,22.61,4.5622,36.73,9.227,0.03
20130111,26.49,61.8,62.48,2.98,101.07,4.8862,19.14,22.6,5.1785,28.9,8.7962,0.0
20130112,26.97,48.4,52.23,2.39,101.15,5.1914,19.54,23.0,5.2874,21.44,8.611,0.0
20130113,27.34,69.1,53.87,2.58,101.0,5.3309,19.67,23.2,5.388,18.77,8.3705,0.0
20130114,27.77,137.2,64.48,2.06,100.94,5.1446,20.07,23.57,5.3218,27.59,8.6321,0.0
20130115,27.06,158.8,72.07,1.9,101.1,5.094,21.03,23.82,5.2346,15.0,8.8934,0.0
20130116,27.35,121.4,73.68,1.7,101.18,4.8091,21.81,24.26,4.9798,18.48,9.0247,0.0
20130117,26.86,87.5,75.13,2.66,101.19,4.7306,22.11,24.03,4.837,21.61,9.011,0.0
20130118,26.79,78.4,77.1,3.9,101.2,4.8271,20.82,23.61,5.1077,30.04,9.0612,0.0
20130119,26.89,90.0,70.48,2.86,101.17,5.1408,21.15,23.74,5.2344,17.39,8.8687,0.0
20130120,27.61,88.2,65.36,2.67,101.14,5.1173,21.53,24.23,5.2565,27.09,8.9849,0.0
20130121,27.07,72.2,70.76,3.7,101.27,4.5528,20.97,23.89,4.6766,23.88,9.1402,0.0
20130122,26.97,71.2,72.58,4.56,101.29,4.1064,21.5,24.05,4.2425,31.6,9.269,0.0
20130123,27.12,80.1,74.69,4.52,101.29,4.3836,21.78,24.07,4.5665,38.78,9.3763,0.0
20130124,27.23,77.6,73.14,3.86,101.22,4.4174,21.16,23.89,4.572,31.25,9.2047,0.0
20130125,27.47,68.5,70.01,3.9,101.24,4.6807,20.82,23.81,4.7885,24.73,9.0814,0.0
20130126,27.17,72.7,69.69,3.76,101.24,4.7122,20.82,23.83,4.8449,33.21,9.1558,0.0
20130127,27.43,100.7,71.3,2.91,101.24,4.776,21.25,24.05,4.9894,41.76,9.3953,0.0
20130128,27.08,119.9,72.54,2.57,101.15,4.3649,22.48,24.24,4.6814,47.37,9.5035,0.15
20130129,27.31,136.9,73.21,2.49,101.08,4.5696,21.98,24.09,4.925,39.52,9.4279,0.22
20130130,27.09,127.1,74.22,2.42,101.16,4.955,22.21,24.07,5.2354,32.45,9.2383,0.0
20130131,27.2,93.7,71.18,3.53,101.23,5.0683,21.82,24.11,5.4098,35.66,9.1658,0.0
20130201,27.09,99.8,62.51,2.81,101.22,5.101,22.52,24.28,5.1979,37.73,8.9952,0.01
20130202,27.23,83.5,64.33,2.93,101.13,4.7741,21.48,24.01,5.082,44.78,9.0986,0.0
20130203,27.68,117.3,60.1,1.99,101.05,4.8571,22.44,24.53,4.9589,28.16,9.0917,0.0
20130204,27.78,85.5,64.52,3.26,101.15,4.9399,22.2,24.57,5.0935,28.87,9.0814,0.0
20130205,28.15,83.4,69.23,3.38,101.21,5.2457,21.43,24.51,5.3662,23.99,8.969,0.0
20130206,28.41,85.8,68.88,2.69,101.16,5.4122,20.71,24.43,5.5656,38.48,8.9849,0.0
20130207,29.74,151.3,60.38,1.83,100.89,5.4206,21.57,25.33,5.5135,24.85,9.0329,0.0
20130208,29.35,96.9,64.76,2.3,100.84,5.0282,22.86,25.67,5.1262,26.9,9.2203,0.0
20130209,28.49,69.3,75.18,4.97,100.96,4.559,22.94,25.38,4.8816,35.59,9.5467,0.0
20130210,28.81,68.8,72.44,5.03,100.97,5.0954,22.52,25.23,5.2661,25.15,9.5102,0.0
20130211,28.8,68.8,69.4,4.43,100.96,5.3842,21.8,24.95,5.7946,44.67,9.3461,0.0
20130212,29.41,61.2,63.07,4.62,100.92,3.8292,21.51,25.16,5.6892,93.06,9.5722,0.01
20130213,29.25,67.6,61.94,4.17,100.86,4.5857,21.71,25.28,5.6386,88.37,9.5566,0.07
20130214,29.31,80.4,63.02,3.37,100.89,5.3657,22.66,25.68,5.8099,44.19,9.1507,0.03
20130215,28.97,103.5,61.54,2.63,100.84,5.2296,23.24,25.75,5.8884,40.16,9.1032,0.0
20130216,28.43,116.4,73.87,3.23,100.64,3.9286,22.77,25.16,5.611,88.78,9.9394,2.8
20130217,28.53,186.5,77.62,3.97,100.51,4.9034,23.6,25.93,5.7432,55.48,9.7865,4.29
20130218,30.08,56.7,71.91,4.98,100.68,5.5918,23.35,25.98,5.8661,33.26,9.5515,0.82
20130219,27.73,80.0,75.65,4.71,100.92,5.3875,22.51,24.79,5.6148,37.99,9.4735,0.07
20130220,28.72,91.2,72.69,3.85,100.97,5.3731,22.43,25.05,5.8622,41.72,9.479,0.0
20130221,28.8,94.1,72.1,3.25,101.03,5.4158,22.66,25.27,5.7905,28.11,9.4198,0.0
20130222,28.95,92.7,73.54,3.58,101.14,5.4151,22.99,25.35,5.7322,31.53,9.4615,0.0
20130223,30.27,96.9,66.71,2.66,101.1,6.1687,22.05,25.74,6.2671,11.75,9.0266,0.0
20130224,30.3,128.0,58.46,1.81,101.06,6.2822,22.54,26.2,6.3516,10.32,8.8284,0.0
20130225,30.55,118.9,55.77,2.21,101.06,6.0564,23.28,26.55,6.1834,17.39,9.0194,0.0
20130226,30.62,93.4,59.31,2.78,101.03,6.1142,23.02,26.75,6.1927,13.08,9.0722,0.0
20130227,30.98,133.7,62.18,2.27,100.96,6.1555,23.69,26.75,6.2602,14.03,9.1939,0.0
20130228,31.59,101.5,55.81,2.02,100.81,6.3197,22.59,26.84,6.3763,10.02,8.7317,0.0
20130301,31.59,68.1,52.26,3.05,100.85,6.3497,23.47,26.92,6.4315,11.41,8.8831,0.0
20130302,31.52,77.5,63.34,3.45,100.97,6.4841,22.65,26.52,6.6149,12.53,8.8454,0.0
20130303,30.72,85.4,65.1,3.09,100.98,6.7392,22.23,26.13,6.7999,12.3,8.7178,0.0
20130304,30.3,97.9,64.7,2.92,101.03,6.6797,22.53,26.08,6.7702,13.05,8.7048,0.0
20130305,30.65,73.4,63.64,4.08,101.06,5.5452,22.03,26.16,6.523,65.51,9.0341,0.0
20130306,31.11,88.7,64.2,3.05,101.04,6.5424,22.5,26.5,6.5952,11.53,9.2167,0.0
20130307,30.68,142.7,69.87,2.28,101.04,6.3646,24.27,27.0,6.4603,9.96,9.4373,0.0
20130308,31.44,183.3,69.11,2.61,100.99,6.3838,23.98,27.28,6.4987,15.06,9.4296,0.0
20130309,32.56,209.0,68.1,4.33,100.8,6.3218,23.99,27.96,6.3902,13.22,9.4442,0.0
20130310,32.28,203.0,70.56,4.39,100.64,6.5462,24.06,27.66,6.6125,10.65,9.3773,0.0
20130311,31.62,208.1,71.21,5.12,100.73,6.4339,24.54,27.68,6.5875,17.01,9.3929,0.0
20130312,33.44,220.7,64.03,5.56,100.69,6.1171,24.17,28.5,6.2398,30.22,9.4481,0.0
20130313,33.97,217.0,59.04,5.27,100.69,5.9686,25.15,29.1,6.1831,31.91,9.5474,0.0
20130314,32.25,210.8,65.51,4.44,100.77,5.3508,25.42,28.29,5.7432,56.61,9.4358,0.0
20130315,32.76,208.9,61.9,3.28,100.85,5.6232,25.69,28.55,6.0862,63.71,9.3862,0.0
20130316,32.15,167.4,60.27,2.13,100.97,5.881,24.59,28.07,6.0036,18.48,9.12,0.0
20130317,32.3,151.2,58.63,2.14,100.89,5.8507,25.69,28.36,5.9796,27.62,9.5712,0.0
20130318,31.58,156.7,64.59,2.38,100.71,5.7636,25.85,28.1,6.2489,44.3,9.8011,0.32
20130319,32.34,199.5,66.95,3.49,100.68,5.891,24.86,28.17,6.5306,84.27,9.8407,0.96
20130320,33.56,209.5,65.89,3.98,100.68,6.193,25.11,28.73,6.4807,80.26,9.7519,0.41
20130321,33.47,209.3,65.03,4.68,100.53,6.0862,25.39,28.95,6.2609,41.72,9.6893,0.0
20130322,34.12,216.0,64.05,5.55,100.38,5.9359,26.11,29.52,6.2496,29.56,9.8026,0.0
20130323,32.57,203.4,67.45,4.69,100.52,5.615,25.93,28.95,5.9707,35.6,9.7298,0.0
20130324,33.08,200.6,64.76,4.07,100.63,6.1613,25.5,28.84,6.2525,22.94,9.5095,0.0
20130325,35.09,220.7,61.71,4.97,100.46,5.797,25.42,29.73,6.1769,30.55,9.5618,0.0
20130326,35.01,217.1,61.84,5.6,100.34,6.078,26.2,30.08,6.2338,29.35,9.7039,0.0
20130327,33.95,217.9,67.94,5.68,100.42,5.8975,26.37,29.53,6.1656,29.77,9.8136,0.0
20130328,33.88,217.8,66.22,5.51,100.51,6.2278,25.84,29.38,6.3451,15.19,9.5863,0.0
20130329,33.76,216.5,62.06,4.85,100.47,6.6161,25.69,29.33,6.653,5.27,9.2746,0.0
20130330,33.65,217.1,69.25,5.37,100.38,7.0762,25.28,28.99,7.097,5.7,9.2796,0.0
20130331,33.68,214.4,68.16,5.51,100.42,6.689,25.63,29.23,6.7546,13.95,9.4579,0.04
20130401,33.49,212.8,67.58,5.64,100.5,6.6257,26.07,29.26,6.8266,17.16,9.5722,0.52
20130402,33.22,207.0,66.97,4.63,100.58,6.6557,26.24,29.14,6.7862,20.69,9.6578,0.34
20130403,34.19,212.9,64.43,4.61,100.52,6.2402,25.69,29.33,6.6137,54.43,9.6365,0.0
20130404,35.19,221.6,60.54,5.96,100.3,6.7562,25.58,30.14,6.8827,41.33,9.5534,0.01
20130405,35.58,218.7,63.98,5.87,100.17,6.479,26.88,30.7,6.8323,57.96,10.1311,0.02
20130406,34.98,205.1,70.8,4.92,100.22,6.1726,27.12,30.26,6.7718,51.78,10.1386,3.12
20130407,33.44,199.7,73.11,4.3,100.25,6.1642,26.59,29.44,6.7418,30.92,10.086,0.01
20130408,33.31,205.9,73.33,4.81,100.35,6.5441,26.34,29.28,6.8033,26.49,9.9794,0.01
20130409,33.4,210.6,71.85,5.44,100.4,6.6756,26.39,29.37,6.8957,27.88,9.882,0.0
20130410,33.83,213.1,69.54,6.17,100.37,6.5599,26.57,29.65,6.8208,22.67,9.8383,0.01
20130411,34.82,214.7,65.14,6.61,100.34,6.4337,26.75,30.06,6.5215,23.2,9.7721,0.0
20130412,33.55,208.7,65.78,5.48,100.5,6.3026,27.24,29.68,6.499,24.32,9.869,0.0
20130413,33.44,211.5,68.04,5.0,100.59,6.7015,26.25,29.47,6.8419,15.72,9.6514,0.0
20130414,33.51,202.7,67.0,4.05,100.63,6.8885,26.21,29.37,6.9343,11.94,9.697,0.02
20130415,34.47,209.2,67.44,4.95,100.35,6.8059,26.01,29.9,6.9048,19.81,9.8806,0.05
20130416,35.55,214.3,71.15,6.69,100.09,6.4589,27.33,30.76,7.0188,45.31,10.2586,0.5
20130417,35.42,215.5,72.6,6.59,99.95,6.461,28.01,31.02,6.9583,33.58,10.1573,0.95
20130418,34.41,211.0,75.4,6.66,100.07,6.4529,27.55,30.43,6.8328,54.74,10.267,0.55
20130419,32.9,199.5,77.09,5.6,100.2,5.8543,27.34,29.74,6.833,50.27,10.3786,5.85
20130420,29.7,178.1,80.21,3.99,100.39,2.861,27.03,28.21,6.7414,86.24,10.4717,14.48
20130421,29.8,149.3,76.47,3.29,100.52,5.5181,26.2,27.9,6.5885,70.7,10.2617,7.28
20130422,31.17,152.7,71.48,2.96,100.61,5.8975,25.98,28.39,7.1311,78.79,10.2353,2.22
20130423,31.64,169.4,72.45,3.09,100.68,6.4596,26.49,28.82,7.2432,51.39,10.2055,0.74
20130424,33.13,193.9,71.65,3.75,100.68,6.3166,26.69,29.57,7.2242,62.13,10.32,0.82
20130425,32.96,198.0,71.61,3.88,100.65,6.9533,27.19,29.87,7.1002,25.13,10.1126,0.32
20130426,33.93,203.4,68.57,4.02,100.6,6.2213,27.51,30.32,6.9828,67.14,10.2286,0.38
20130427,34.93,213.4,66.54,5.33,100.44,6.5822,27.89,30.88,6.8525,48.42,10.2895,0.19
20130428,35.19,212.4,67.1,5.35,100.26,6.7294,28.18,31.28,7.0037,24.34,10.2526,0.03
20130429,32.83,210.1,75.55,5.65,100.24,6.7075,28.58,30.53,7.0495,42.02,10.3591,0.11
20130430,33.95,211.0,73.28,5.63,100.28,6.7349,28.02,30.67,7.0572,53.14,10.3166,0.03
20130501,35.43,217.2,67.36,6.53,100.16,6.6907,28.02,31.32,6.8875,34.49,10.2178,0.02
20130502,35.42,218.6,69.52,7.3,99.96,7.0334,27.9,31.25,7.1129,19.49,10.067,0.05
20130503,36.15,215.7,70.73,7.02,99.88,7.1407,28.13,31.49,7.2314,11.87,10.1225,0.12
20130504,34.56,202.6,73.76,6.43,100.02,6.5707,28.55,31.0,7.1014,37.95,10.3541,0.07
20130505,33.85,196.6,74.69,5.95,100.22,6.853,28.55,30.72,7.2842,46.07,10.3411,0.12
20130506,34.11,204.0,72.45,6.3,100.23,7.0685,28.83,30.95,7.2353,44.95,10.2418,0.15
20130507,34.9,214.0,70.27,6.17,100.15,7.1582,28.57,31.29,7.2658,36.84,10.2473,0.15
20130508,36.87,220.0,68.05,6.66,100.03,7.0558,28.74,32.16,7.2617,15.5,10.3243,0.3
20130509,36.21,221.9,70.6,6.46,100.02,6.8261,29.43,32.16,6.9634,30.72,10.3805,0.36
20130510,36.07,223.6,67.56,6.17,99.97,6.6516,29.88,32.55,6.8172,36.22,10.4357,0.45
20130511,37.69,217.1,64.48,6.26,99.8,6.5942,29.78,32.57,7.1662,63.56,10.4998,2.07
20130512,34.52,199.5,74.09,4.44,99.99,5.4026,29.11,31.05,6.8004,91.47,10.579,5.83
20130513,32.06,134.6,71.88,2.97,100.06,5.5898,28.73,30.03,6.7603,76.32,10.4143,4.8
20130514,33.68,67.0,67.63,4.47,99.82,3.7474,28.13,30.5,6.8566,99.05,10.5286,4.48
20130515,33.65,184.6,72.91,3.95,99.78,2.8687,28.12,30.34,6.8105,98.08,10.555,3.23
20130516,34.75,222.0,72.81,6.06,99.79,6.5227,28.81,31.37,6.7759,67.98,10.3565,0.3
20130517,34.33,218.1,76.08,5.63,100.02,5.7636,28.95,31.07,6.3024,74.04,10.428,0.08
20130518,33.59,215.6,78.33,6.37,100.03,6.4346,28.9,30.78,6.7411,53.09,10.5144,0.27
20130519,34.73,218.3,73.81,6.29,100.03,6.4706,28.7,31.04,6.7546,60.13,10.5341,0.12
20130520,33.28,218.0,77.9,6.75,99.96,6.6571,28.77,30.62,6.9043,58.11,10.5096,0.77
20130521,33.79,227.9,73.42,7.05,100.01,6.1378,28.8,30.96,6.5527,64.54,10.6567,1.08
20130522,34.28,216.4,73.3,6.95,99.84,6.5297,28.28,30.89,6.6682,49.78,10.4695,0.73
20130523,33.9,215.0,79.87,5.62,99.74,6.7339,29.01,30.83,6.8246,38.39,10.4714,0.15
20130524,35.52,222.1,73.71,6.15,99.61,6.8604,29.68,31.82,7.1131,53.8,10.3819,0.11
20130525,37.8,238.7,62.76,5.62,99.56,6.7008,29.8,33.16,7.1107,69.34,10.3939,0.38
20130526,34.97,213.4,73.0,7.27,99.69,4.3757,29.91,31.48,6.4788,88.94,10.6788,1.81
20130527,30.75,226.5,74.63,5.72,99.89,3.0343,27.86,29.11,5.6366,99.52,10.8761,4.04
20130528,34.27,224.8,71.9,5.41,99.84,4.7489,28.14,30.58,6.3982,98.51,10.6464,2.8
20130529,32.73,210.9,76.86,7.74,99.8,1.9872,28.54,29.95,6.5887,96.88,10.7378,3.47
20130530,33.3,208.0,77.84,6.57,99.69,4.0805,28.67,30.35,6.3869,97.64,10.6356,3.49
20130531,32.58,218.0,77.03,6.17,99.81,5.7696,28.8,30.2,6.2846,82.42,10.6152,1.24
20130601,31.79,216.9,77.7,5.58,99.98,6.0226,28.34,29.69,6.5957,68.99,10.5319,0.96
20130602,31.59,192.3,76.39,3.83,99.94,6.5801,27.58,29.43,6.7994,42.48,10.3692,0.7
20130603,31.76,177.6,75.97,3.01,99.86,6.6566,27.76,29.45,7.0128,41.11,10.3212,0.58
20130604,31.26,170.9,75.43,2.81,99.91,6.8309,28.03,29.55,7.3193,34.83,10.3594,0.24
20130605,32.04,184.1,77.68,3.5,99.94,6.3883,28.35,30.09,7.2782,51.95,10.4887,5.63
20130606,29.97,202.5,83.57,4.77,99.85,6.3322,28.62,29.36,6.9682,74.3,10.5763,5.75
20130607,30.95,223.8,84.78,5.19,99.79,5.4341,27.96,29.18,6.4877,84.94,10.5845,25.0
20130608,31.1,231.5,80.45,5.62,99.82,4.4009,27.64,28.98,6.3691,97.67,10.5384,14.78
20130609,32.41,236.8,75.77,6.16,99.72,3.9283,27.53,29.8,6.4255,98.0,10.6279,3.49
20130610,32.49,265.6,75.62,5.27,99.72,5.7828,27.69,29.6,6.253,85.01,10.5708,2.4
20130611,29.89,259.8,78.24,3.23,99.61,3.7318,27.85,28.91,6.0528,99.19,10.6615,10.68
20130612,30.52,266.0,80.92,5.0,99.36,1.8854,27.31,28.62,5.7562,99.63,10.6229,12.19
20130613,31.42,248.8,79.01,8.03,99.15,3.4543,26.56,28.49,6.4918,97.14,10.6195,10.19
20130614,32.54,233.6,74.1,9.78,99.14,3.8213,26.86,29.26,6.7471,92.54,10.6356,1.61
20130615,31.91,224.1,74.77,7.87,99.41,5.7451,26.8,29.33,6.7433,83.33,10.715,1.55
20130616,33.87,215.6,72.71,6.34,99.69,6.5206,27.77,30.31,6.8477,45.35,10.5048,1.01
20130617,33.74,219.2,72.26,5.44,99.72,6.809,27.89,30.47,6.8909,21.9,10.487,0.44
20130618,34.23,228.0,69.04,6.15,99.58,6.9058,28.84,31.08,7.1537,41.44,10.6574,0.31
20130619,32.54,240.4,72.61,4.51,99.63,6.5604,29.0,30.69,7.1892,69.95,10.655,0.85
20130620,31.52,232.0,76.67,4.24,99.74,4.5989,28.33,29.6,7.0625,98.07,10.6464,7.12
20130621,30.03,234.7,81.95,4.82,99.72,2.2157,27.31,28.61,6.5882,99.65,10.6721,7.91
20130622,30.56,251.4,80.19,5.6,99.59,1.9277,27.1,28.66,6.151,99.49,10.7798,2.56
20130623,30.47,253.9,79.16,6.48,99.4,2.1276,27.03,28.48,5.6378,99.77,10.8324,13.1
20130624,31.4,248.8,81.77,10.26,99.21,2.0158,26.47,28.24,5.6467,99.79,10.7849,10.96
20130625,32.77,242.6,74.58,9.46,99.58,5.5426,26.71,29.56,6.6782,84.13,10.5754,3.56
20130626,32.99,233.1,71.83,8.41,99.83,6.3826,27.41,30.03,6.9437,31.09,10.5062,1.44
20130627,32.83,237.1,73.93,6.96,99.88,5.6602,27.52,30.1,6.7577,75.0,10.6344,1.53
20130628,33.0,246.4,73.2,5.23,99.87,6.0403,27.94,30.24,6.4531,48.49,10.5473,1.04
20130629,31.16,252.1,74.54,5.46,99.94,3.6103,27.86,29.52,6.5808,96.47,10.6174,1.93
20130630,31.12,256.1,76.42,6.69,99.97,3.1346,26.99,28.89,5.9546,99.62,10.5257,2.58
20130701,31.96,248.2,75.5,7.23,99.7,5.7098,27.19,29.12,6.6098,89.06,10.4726,2.26
20130702,32.21,240.6,76.23,5.92,99.56,5.1871,26.76,29.16,6.7562,94.56,10.4405,2.35
20130703,31.3,224.5,80.08,5.79,99.63,6.929,27.37,29.0,7.1304,56.43,10.4054,7.65
20130704,31.39,231.6,77.69,4.69,99.66,6.3038,26.77,29.02,7.1594,86.57,10.4602,2.66
20130705,30.51,246.9,77.67,3.68,99.72,4.5946,27.06,28.74,7.0745,84.57,10.4928,1.11
20130706,30.25,223.2,76.66,2.75,99.86,4.9999,26.01,28.13,7.2322,84.46,10.4568,4.93
20130707,29.46,220.9,84.49,2.13,99.82,6.119,26.82,28.04,7.3358,52.95,10.4926,17.37
20130708,30.91,232.6,80.77,4.24,99.78,6.3823,26.38,28.55,7.3152,42.14,10.5072,6.5
20130709,30.41,251.3,83.4,5.38,99.6,2.8073,26.93,28.4,7.3154,83.16,10.6123,3.05
20130710,31.06,256.8,82.09,5.26,99.49,1.2372,26.76,28.38,7.0718,99.63,10.6171,24.31
20130711,28.95,247.1,87.56,8.19,99.47,1.1422,26.17,27.15,7.1707,99.23,10.5288,18.36
20130712,30.17,232.6,83.64,9.03,99.65,4.0246,25.88,27.55,7.1674,96.52,10.5439,2.13
20130713,30.86,231.0,79.67,7.35,99.85,5.5111,26.61,28.43,7.2293,89.58,10.601,2.8
20130714,30.3,246.5,82.32,5.06,99.76,3.5076,26.68,28.18,7.1134,99.68,10.5965,3.67
20130715,30.83,246.6,79.51,5.36,99.67,3.2911,26.74,28.46,6.8702,98.55,10.5598,3.3
20130716,29.6,241.3,81.44,6.37,99.65,3.8316,26.39,27.63,7.1839,98.81,10.4762,3.58
20130717,31.18,237.0,79.29,8.11,99.63,4.9805,25.99,28.48,7.2528,83.75,10.5317,3.26
20130718,31.74,246.1,79.9,7.71,99.49,5.3366,26.63,28.64,7.2235,70.71,10.4916,2.12
20130719,31.01,237.8,81.04,8.75,99.34,5.263,26.0,28.24,7.1729,77.54,10.6291,1.12
20130720,31.75,247.7,78.43,8.7,99.5,4.1146,26.3,28.64,7.1561,92.15,10.7162,4.93
20130721,31.68,260.6,80.21,6.06,99.46,1.842,25.99,28.52,6.8203,99.38,10.6759,8.18
20130722,30.41,249.7,85.06,7.63,99.28,1.6414,26.41,27.99,6.9055,99.21,10.6186,16.25
20130723,31.44,241.1,80.27,8.78,99.36,4.1726,26.02,28.25,7.2758,95.02,10.6171,3.53
20130724,30.16,232.6,81.29,8.57,99.6,3.2124,26.14,27.88,7.1138,98.53,10.5362,2.01
20130725,29.62,236.7,83.18,9.04,99.61,3.2645,26.11,27.68,7.0841,99.85,10.4897,3.32
20130726,30.89,238.8,79.45,8.36,99.6,4.5509,26.84,28.44,7.0786,99.46,10.463,1.42
20130727,31.31,236.8,79.87,6.99,99.86,6.1015,26.71,28.63,7.0044,89.74,10.3922,2.24
20130728,31.67,238.4,80.52,6.66,100.01,5.3045,26.87,29.02,7.0133,93.38,10.4873,3.82
20130729,31.44,251.4,77.85,6.53,99.87,4.6985,27.11,29.03,6.8892,97.65,10.4306,1.02
20130730,30.8,255.5,76.25,8.11,99.47,3.3614,26.77,28.55,6.8086,99.46,10.3987,3.41
20130731,30.56,246.2,76.84,11.01,99.25,3.2443,26.42,28.11,7.1088,97.98,10.4719,2.95
20130801,30.9,229.8,78.44,9.1,99.5,4.469,25.9,28.13,7.1834,96.34,10.4878,1.85
20130802,31.29,227.6,78.33,6.17,99.74,6.1447,26.36,28.64,7.1635,54.11,10.4472,1.64
20130803,31.39,246.0,76.12,4.42,99.89,6.0552,26.48,28.85,7.1664,80.42,10.5958,1.52
20130804,31.33,264.9,75.71,3.15,99.79,2.6686,26.91,28.77,7.1897,96.65,10.5694,1.55
20130805,28.74,222.3,88.12,6.65,99.68,1.0646,26.22,27.27,6.9041,97.83,10.709,12.72
20130806,29.71,232.1,84.64,5.77,99.85,5.9573,25.69,27.5,6.9977,74.79,10.5058,10.85
20130807,31.61,231.8,80.17,5.2,99.94,6.1817,25.89,28.61,7.081,78.13,10.435,4.16
20130808,31.39,239.8,80.46,3.84,99.92,4.9418,26.6,28.98,6.9725,93.59,10.5523,4.64
20130809,30.49,254.7,80.82,3.32,99.93,6.4318,27.16,28.74,6.8563,64.17,10.4062,5.63
20130810,30.15,245.5,79.51,2.85,99.99,6.5093,26.7,28.29,7.2038,75.74,10.3961,3.14
20130811,29.55,248.6,80.03,1.84,100.04,5.346,26.58,27.86,6.9547,97.43,10.4323,2.95
20130812,29.61,185.3,81.36,2.0,99.9,6.373,26.47,27.9,7.2154,61.74,10.4069,4.82
20130813,29.65,160.7,82.92,1.54,99.78,5.941,26.99,28.22,7.3346,51.38,10.4114,5.7
20130814,30.27,175.6,79.26,1.86,99.83,6.4195,27.03,28.39,7.2703,54.71,10.3766,4.48
20130815,29.43,159.7,83.77,2.29,99.88,5.9508,26.94,27.89,7.2715,66.84,10.3963,4.36
20130816,30.08,103.9,83.59,3.33,99.71,4.0687,26.34,28.05,7.237,73.29,10.5545,5.44
20130817,29.34,243.6,87.03,5.63,99.77,5.4089,26.86,28.02,7.0094,92.88,10.5691,9.93
20130818,30.05,244.3,85.74,7.18,99.86,2.3722,26.59,27.89,6.7068,99.59,10.4158,11.8
20130819,30.76,244.5,82.09,7.83,99.8,3.414,26.64,28.35,6.7769,99.5,10.4443,3.23
20130820,31.71,244.3,79.0,7.6,99.66,6.0655,26.54,28.78,6.7092,87.89,10.3248,0.8
20130821,31.69,243.9,75.7,7.66,99.54,4.8504,26.55,28.92,6.6022,96.94,10.41,0.34
20130822,31.71,244.9,75.58,7.33,99.66,5.9988,27.06,28.95,6.8695,77.32,10.4748,0.23
20130823,31.81,235.4,76.18,6.16,99.81,6.5474,26.55,29.05,7.0858,61.64,10.4537,0.33
20130824,31.89,231.7,76.66,4.91,99.92,6.2885,26.9,29.26,6.9154,60.38,10.3865,0.49
20130825,31.03,230.0,78.45,5.03,99.92,6.0444,26.79,28.79,6.7418,84.0,10.403,2.21
20130826,30.08,243.8,81.83,5.3,99.88,5.4722,26.83,28.23,6.7452,92.28,10.345,2.48
20130827,30.36,246.4,81.8,5.4,99.9,4.2444,26.57,28.27,6.51,94.58,10.303,5.75
20130828,30.33,252.6,82.95,4.45,100.12,2.2301,26.45,28.0,6.6118,99.83,10.3757,15.4
